CELL,"X (Coord. GEOF.,ITRF92)","Y (Coord. GEOF.,ITRF92)",HUSO,Pob,"X (CCL,ITRF92)","Y (CCL,ITRF92)",UTMZ
640019,-106.618470,31.200531,7,0,2058321.7742,2132649.0616,13
640020,-106.587121,31.201396,7,0,2061321.7742,2132649.0616,13
640021,-106.555772,31.202255,7,0,2064321.7742,2132649.0616,13
640022,-106.524423,31.203108,7,1,2067321.7742,2132649.0616,13
640023,-106.493073,31.203956,7,0,2070321.7742,2132649.0616,13
640024,-106.461723,31.204797,7,0,2073321.7742,2132649.0616,13
640025,-106.430373,31.205633,7,0,2076321.7742,2132649.0616,13
640026,-106.399021,31.206462,7,0,2079321.7742,2132649.0616,13
640027,-106.367670,31.207286,7,0,2082321.7742,2132649.0616,13
640028,-106.336318,31.208104,7,0,2085321.7742,2132649.0616,13
640029,-106.304966,31.208916,7,0,2088321.7742,2132649.0616,13
640030,-106.273613,31.209722,7,0,2091321.7742,2132649.0616,13
640031,-106.242260,31.210523,7,0,2094321.7742,2132649.0616,13
640032,-106.210907,31.211317,7,0,2097321.7742,2132649.0616,13
640033,-106.179553,31.212106,7,0,2100321.7742,2132649.0616,13
640034,-106.148198,31.212888,7,0,2103321.7742,2132649.0616,13
640035,-106.116844,31.213665,7,0,2106321.7742,2132649.0616,13
641066,-106.995708,31.216634,7,0,2022321.7742,2135649.0616,13
641067,-106.964358,31.217569,7,0,2025321.7742,2135649.0616,13
641068,-106.933008,31.218500,7,0,2028321.7742,2135649.0616,13
641069,-106.901657,31.219424,7,0,2031321.7742,2135649.0616,13
641070,-106.870306,31.220342,7,0,2034321.7742,2135649.0616,13
641071,-106.838954,31.221254,7,0,2037321.7742,2135649.0616,13
641072,-106.807602,31.222161,7,0,2040321.7742,2135649.0616,13
641073,-106.776250,31.223061,7,0,2043321.7742,2135649.0616,13
641074,-106.744897,31.223956,7,0,2046321.7742,2135649.0616,13
641075,-106.713543,31.224845,7,0,2049321.7742,2135649.0616,13
641076,-106.682189,31.225728,7,0,2052321.7742,2135649.0616,13
641077,-106.650835,31.226605,7,0,2055321.7742,2135649.0616,13
641078,-106.619480,31.227476,7,4,2058321.7742,2135649.0616,13
641079,-106.588125,31.228341,7,0,2061321.7742,2135649.0616,13
641080,-106.556769,31.229200,7,0,2064321.7742,2135649.0616,13
641081,-106.525413,31.230054,7,0,2067321.7742,2135649.0616,13
641082,-106.494056,31.230901,7,10,2070321.7742,2135649.0616,13
641083,-106.462699,31.231743,7,0,2073321.7742,2135649.0616,13
641084,-106.431341,31.232579,7,0,2076321.7742,2135649.0616,13
641085,-106.399984,31.233409,7,0,2079321.7742,2135649.0616,13
641086,-106.368625,31.234233,7,0,2082321.7742,2135649.0616,13
641087,-106.337267,31.235051,7,0,2085321.7742,2135649.0616,13
641088,-106.305907,31.235863,7,0,2088321.7742,2135649.0616,13
641089,-106.274548,31.236669,7,0,2091321.7742,2135649.0616,13
641090,-106.243188,31.237469,7,0,2094321.7742,2135649.0616,13
641091,-106.211828,31.238264,7,0,2097321.7742,2135649.0616,13
641092,-106.180467,31.239053,7,0,2100321.7742,2135649.0616,13
641093,-106.149106,31.239835,7,0,2103321.7742,2135649.0616,13
641094,-106.117744,31.240612,7,0,2106321.7742,2135649.0616,13
642125,-106.996801,31.243575,7,0,2022321.7742,2138649.0616,13
642126,-106.965444,31.244511,7,0,2025321.7742,2138649.0616,13
642127,-106.934087,31.245442,7,0,2028321.7742,2138649.0616,13
642128,-106.902729,31.246366,7,0,2031321.7742,2138649.0616,13
642129,-106.871371,31.247284,7,0,2034321.7742,2138649.0616,13
642130,-106.840013,31.248197,7,0,2037321.7742,2138649.0616,13
642131,-106.808654,31.249103,7,0,2040321.7742,2138649.0616,13
642132,-106.777294,31.250004,7,0,2043321.7742,2138649.0616,13
642133,-106.745934,31.250899,7,0,2046321.7742,2138649.0616,13
642134,-106.714574,31.251788,7,1,2049321.7742,2138649.0616,13
642135,-106.683213,31.252671,7,0,2052321.7742,2138649.0616,13
642136,-106.651852,31.253548,7,0,2055321.7742,2138649.0616,13
642137,-106.620490,31.254419,7,0,2058321.7742,2138649.0616,13
642138,-106.589128,31.255285,7,0,2061321.7742,2138649.0616,13
642139,-106.557766,31.256144,7,0,2064321.7742,2138649.0616,13
642140,-106.526403,31.256998,7,0,2067321.7742,2138649.0616,13
642141,-106.495039,31.257845,7,0,2070321.7742,2138649.0616,13
642142,-106.463675,31.258687,7,0,2073321.7742,2138649.0616,13
642143,-106.432311,31.259523,7,0,2076321.7742,2138649.0616,13
642144,-106.400946,31.260353,7,0,2079321.7742,2138649.0616,13
642145,-106.369581,31.261177,7,0,2082321.7742,2138649.0616,13
642146,-106.338215,31.261995,7,0,2085321.7742,2138649.0616,13
642147,-106.306849,31.262807,7,0,2088321.7742,2138649.0616,13
642148,-106.275483,31.263614,7,0,2091321.7742,2138649.0616,13
642149,-106.244116,31.264414,7,0,2094321.7742,2138649.0616,13
642150,-106.212749,31.265209,7,0,2097321.7742,2138649.0616,13
642151,-106.181381,31.265998,7,0,2100321.7742,2138649.0616,13
642152,-106.150013,31.266781,7,0,2103321.7742,2138649.0616,13
642153,-106.118645,31.267558,7,0,2106321.7742,2138649.0616,13
643184,-106.997894,31.270515,7,0,2022321.7742,2141649.0616,13
643185,-106.966530,31.271451,7,0,2025321.7742,2141649.0616,13
643186,-106.935166,31.272382,7,0,2028321.7742,2141649.0616,13
643187,-106.903802,31.273306,7,0,2031321.7742,2141649.0616,13
643188,-106.872437,31.274225,7,0,2034321.7742,2141649.0616,13
643189,-106.841072,31.275137,7,0,2037321.7742,2141649.0616,13
643190,-106.809706,31.276044,7,0,2040321.7742,2141649.0616,13
643191,-106.778340,31.276945,7,0,2043321.7742,2141649.0616,13
643192,-106.746973,31.277840,7,2,2046321.7742,2141649.0616,13
643193,-106.715606,31.278729,7,0,2049321.7742,2141649.0616,13
643194,-106.684238,31.279612,7,0,2052321.7742,2141649.0616,13
643195,-106.652870,31.280489,7,0,2055321.7742,2141649.0616,13
643196,-106.621501,31.281361,7,0,2058321.7742,2141649.0616,13
643197,-106.590132,31.282226,7,0,2061321.7742,2141649.0616,13
643198,-106.558763,31.283086,7,0,2064321.7742,2141649.0616,13
643199,-106.527393,31.283940,7,0,2067321.7742,2141649.0616,13
643200,-106.496023,31.284787,7,1,2070321.7742,2141649.0616,13
643201,-106.464652,31.285629,7,0,2073321.7742,2141649.0616,13
643202,-106.433281,31.286465,7,0,2076321.7742,2141649.0616,13
643203,-106.401909,31.287295,7,0,2079321.7742,2141649.0616,13
643204,-106.370537,31.288120,7,0,2082321.7742,2141649.0616,13
643205,-106.339165,31.288938,7,0,2085321.7742,2141649.0616,13
643206,-106.307792,31.289750,7,0,2088321.7742,2141649.0616,13
643207,-106.276419,31.290557,7,0,2091321.7742,2141649.0616,13
643208,-106.245045,31.291357,7,0,2094321.7742,2141649.0616,13
643209,-106.213671,31.292152,7,0,2097321.7742,2141649.0616,13
643210,-106.182296,31.292941,7,0,2100321.7742,2141649.0616,13
643211,-106.150921,31.293724,7,0,2103321.7742,2141649.0616,13
643212,-106.119546,31.294501,7,0,2106321.7742,2141649.0616,13
644243,-106.998988,31.297453,7,0,2022321.7742,2144649.0616,13
644244,-106.967617,31.298390,7,0,2025321.7742,2144649.0616,13
644245,-106.936246,31.299320,7,0,2028321.7742,2144649.0616,13
644246,-106.904875,31.300245,7,0,2031321.7742,2144649.0616,13
644247,-106.873503,31.301163,7,0,2034321.7742,2144649.0616,13
644248,-106.842131,31.302076,7,0,2037321.7742,2144649.0616,13
644249,-106.810758,31.302983,7,0,2040321.7742,2144649.0616,13
644250,-106.779385,31.303884,7,0,2043321.7742,2144649.0616,13
644251,-106.748012,31.304779,7,0,2046321.7742,2144649.0616,13
644252,-106.716638,31.305668,7,0,2049321.7742,2144649.0616,13
644253,-106.685263,31.306552,7,0,2052321.7742,2144649.0616,13
644254,-106.653888,31.307429,7,0,2055321.7742,2144649.0616,13
644255,-106.622513,31.308300,7,0,2058321.7742,2144649.0616,13
644256,-106.591137,31.309166,7,0,2061321.7742,2144649.0616,13
644257,-106.559760,31.310026,7,0,2064321.7742,2144649.0616,13
644258,-106.528384,31.310880,7,0,2067321.7742,2144649.0616,13
644259,-106.497007,31.311727,7,0,2070321.7742,2144649.0616,13
644260,-106.465629,31.312569,7,1,2073321.7742,2144649.0616,13
644261,-106.434251,31.313406,7,0,2076321.7742,2144649.0616,13
644262,-106.402873,31.314236,7,0,2079321.7742,2144649.0616,13
644263,-106.371494,31.315060,7,0,2082321.7742,2144649.0616,13
644264,-106.340114,31.315879,7,0,2085321.7742,2144649.0616,13
644265,-106.308735,31.316691,7,0,2088321.7742,2144649.0616,13
644266,-106.277355,31.317498,7,0,2091321.7742,2144649.0616,13
644267,-106.245974,31.318299,7,0,2094321.7742,2144649.0616,13
644268,-106.214593,31.319093,7,0,2097321.7742,2144649.0616,13
644269,-106.183212,31.319882,7,0,2100321.7742,2144649.0616,13
644270,-106.151830,31.320665,7,0,2103321.7742,2144649.0616,13
644271,-106.120448,31.321443,7,0,2106321.7742,2144649.0616,13
645302,-107.000082,31.324389,7,0,2022321.7742,2147649.0616,13
645303,-106.968704,31.325326,7,0,2025321.7742,2147649.0616,13
645304,-106.937327,31.326257,7,0,2028321.7742,2147649.0616,13
645305,-106.905949,31.327181,7,0,2031321.7742,2147649.0616,13
645306,-106.874570,31.328100,7,0,2034321.7742,2147649.0616,13
645307,-106.843191,31.329013,7,0,2037321.7742,2147649.0616,13
645308,-106.811811,31.329920,7,0,2040321.7742,2147649.0616,13
645309,-106.780431,31.330821,7,0,2043321.7742,2147649.0616,13
645310,-106.749051,31.331716,7,0,2046321.7742,2147649.0616,13
645311,-106.717670,31.332606,7,0,2049321.7742,2147649.0616,13
645312,-106.686289,31.333489,7,0,2052321.7742,2147649.0616,13
645313,-106.654907,31.334367,7,0,2055321.7742,2147649.0616,13
645314,-106.623524,31.335238,7,0,2058321.7742,2147649.0616,13
645315,-106.592142,31.336104,7,0,2061321.7742,2147649.0616,13
645316,-106.560759,31.336964,7,0,2064321.7742,2147649.0616,13
645317,-106.529375,31.337818,7,0,2067321.7742,2147649.0616,13
645318,-106.497991,31.338666,7,66,2070321.7742,2147649.0616,13
645319,-106.466607,31.339508,7,1506,2073321.7742,2147649.0616,13
645320,-106.435222,31.340344,7,0,2076321.7742,2147649.0616,13
645321,-106.403836,31.341174,7,0,2079321.7742,2147649.0616,13
645322,-106.372451,31.341999,7,0,2082321.7742,2147649.0616,13
645323,-106.341064,31.342818,7,0,2085321.7742,2147649.0616,13
645324,-106.309678,31.343630,7,0,2088321.7742,2147649.0616,13
645325,-106.278291,31.344437,7,0,2091321.7742,2147649.0616,13
645326,-106.246904,31.345238,7,0,2094321.7742,2147649.0616,13
645327,-106.215516,31.346033,7,0,2097321.7742,2147649.0616,13
645328,-106.184128,31.346822,7,0,2100321.7742,2147649.0616,13
645329,-106.152739,31.347605,7,0,2103321.7742,2147649.0616,13
645330,-106.121350,31.348382,7,0,2106321.7742,2147649.0616,13
646361,-107.001176,31.351324,7,0,2022321.7742,2150649.0616,13
646362,-106.969792,31.352260,7,0,2025321.7742,2150649.0616,13
646363,-106.938408,31.353191,7,0,2028321.7742,2150649.0616,13
646364,-106.907023,31.354116,7,0,2031321.7742,2150649.0616,13
646365,-106.875637,31.355035,7,0,2034321.7742,2150649.0616,13
646366,-106.844251,31.355948,7,0,2037321.7742,2150649.0616,13
646367,-106.812865,31.356855,7,0,2040321.7742,2150649.0616,13
646368,-106.781478,31.357756,7,0,2043321.7742,2150649.0616,13
646369,-106.750091,31.358652,7,0,2046321.7742,2150649.0616,13
646370,-106.718703,31.359541,7,0,2049321.7742,2150649.0616,13
646371,-106.687315,31.360425,7,0,2052321.7742,2150649.0616,13
646372,-106.655926,31.361302,7,0,2055321.7742,2150649.0616,13
646373,-106.624537,31.362174,7,0,2058321.7742,2150649.0616,13
646374,-106.593147,31.363040,7,0,2061321.7742,2150649.0616,13
646375,-106.561757,31.363900,7,0,2064321.7742,2150649.0616,13
646376,-106.530367,31.364754,7,4,2067321.7742,2150649.0616,13
646377,-106.498976,31.365602,7,0,2070321.7742,2150649.0616,13
646378,-106.467584,31.366444,7,22,2073321.7742,2150649.0616,13
646379,-106.436193,31.367281,7,26,2076321.7742,2150649.0616,13
646380,-106.404801,31.368111,7,0,2079321.7742,2150649.0616,13
646381,-106.373408,31.368936,7,0,2082321.7742,2150649.0616,13
646382,-106.342015,31.369755,7,0,2085321.7742,2150649.0616,13
646383,-106.310622,31.370567,7,0,2088321.7742,2150649.0616,13
646384,-106.279228,31.371374,7,0,2091321.7742,2150649.0616,13
646385,-106.247833,31.372175,7,0,2094321.7742,2150649.0616,13
646386,-106.216439,31.372970,7,0,2097321.7742,2150649.0616,13
646387,-106.185044,31.373759,7,0,2100321.7742,2150649.0616,13
646388,-106.153648,31.374543,7,0,2103321.7742,2150649.0616,13
646389,-106.122252,31.375320,7,0,2106321.7742,2150649.0616,13
647420,-107.002271,31.378256,7,0,2022321.7742,2153649.0616,13
647421,-106.970880,31.379193,7,0,2025321.7742,2153649.0616,13
647422,-106.939489,31.380124,7,0,2028321.7742,2153649.0616,13
647423,-106.908097,31.381049,7,0,2031321.7742,2153649.0616,13
647424,-106.876705,31.381968,7,0,2034321.7742,2153649.0616,13
647425,-106.845312,31.382881,7,0,2037321.7742,2153649.0616,13
647426,-106.813919,31.383788,7,0,2040321.7742,2153649.0616,13
647427,-106.782525,31.384690,7,5,2043321.7742,2153649.0616,13
647428,-106.751131,31.385585,7,0,2046321.7742,2153649.0616,13
647429,-106.719736,31.386475,7,0,2049321.7742,2153649.0616,13
647430,-106.688341,31.387358,7,1,2052321.7742,2153649.0616,13
647431,-106.656945,31.388236,7,0,2055321.7742,2153649.0616,13
647432,-106.625549,31.389108,7,0,2058321.7742,2153649.0616,13
647433,-106.594153,31.389974,7,4,2061321.7742,2153649.0616,13
647434,-106.562756,31.390834,7,0,2064321.7742,2153649.0616,13
647435,-106.531359,31.391688,7,0,2067321.7742,2153649.0616,13
647436,-106.499961,31.392537,7,0,2070321.7742,2153649.0616,13
647437,-106.468563,31.393379,7,0,2073321.7742,2153649.0616,13
647438,-106.437164,31.394215,7,8,2076321.7742,2153649.0616,13
647439,-106.405765,31.395046,7,0,2079321.7742,2153649.0616,13
647440,-106.374366,31.395871,7,0,2082321.7742,2153649.0616,13
647441,-106.342966,31.396690,7,0,2085321.7742,2153649.0616,13
647442,-106.311566,31.397502,7,0,2088321.7742,2153649.0616,13
647443,-106.280165,31.398310,7,0,2091321.7742,2153649.0616,13
647444,-106.248764,31.399111,7,0,2094321.7742,2153649.0616,13
647445,-106.217362,31.399906,7,0,2097321.7742,2153649.0616,13
647446,-106.185960,31.400695,7,0,2100321.7742,2153649.0616,13
647447,-106.154558,31.401479,7,0,2103321.7742,2153649.0616,13
647448,-106.123155,31.402256,7,0,2106321.7742,2153649.0616,13
648479,-107.003367,31.405187,7,0,2022321.7742,2156649.0616,13
648480,-106.971969,31.406123,7,0,2025321.7742,2156649.0616,13
648481,-106.940571,31.407054,7,0,2028321.7742,2156649.0616,13
648482,-106.909172,31.407980,7,0,2031321.7742,2156649.0616,13
648483,-106.877773,31.408899,7,0,2034321.7742,2156649.0616,13
648484,-106.846373,31.409812,7,0,2037321.7742,2156649.0616,13
648485,-106.814973,31.410719,7,0,2040321.7742,2156649.0616,13
648486,-106.783572,31.411621,7,0,2043321.7742,2156649.0616,13
648487,-106.752171,31.412517,7,0,2046321.7742,2156649.0616,13
648488,-106.720770,31.413406,7,0,2049321.7742,2156649.0616,13
648489,-106.689368,31.414290,7,0,2052321.7742,2156649.0616,13
648490,-106.657966,31.415168,7,0,2055321.7742,2156649.0616,13
648491,-106.626563,31.416040,7,0,2058321.7742,2156649.0616,13
648492,-106.595159,31.416906,7,0,2061321.7742,2156649.0616,13
648493,-106.563756,31.417766,7,0,2064321.7742,2156649.0616,13
648494,-106.532351,31.418621,7,0,2067321.7742,2156649.0616,13
648495,-106.500947,31.419469,7,0,2070321.7742,2156649.0616,13
648496,-106.469542,31.420312,7,25,2073321.7742,2156649.0616,13
648497,-106.438136,31.421148,7,0,2076321.7742,2156649.0616,13
648498,-106.406730,31.421979,7,0,2079321.7742,2156649.0616,13
648499,-106.375324,31.422804,7,0,2082321.7742,2156649.0616,13
648500,-106.343917,31.423623,7,0,2085321.7742,2156649.0616,13
648501,-106.312510,31.424436,7,0,2088321.7742,2156649.0616,13
648502,-106.281102,31.425243,7,0,2091321.7742,2156649.0616,13
648503,-106.249694,31.426044,7,0,2094321.7742,2156649.0616,13
648504,-106.218286,31.426839,7,0,2097321.7742,2156649.0616,13
648505,-106.186877,31.427629,7,0,2100321.7742,2156649.0616,13
648506,-106.155468,31.428412,7,0,2103321.7742,2156649.0616,13
648507,-106.124058,31.429190,7,0,2106321.7742,2156649.0616,13
649538,-107.004463,31.432115,7,0,2022321.7742,2159649.0616,13
649539,-106.973058,31.433052,7,0,2025321.7742,2159649.0616,13
649540,-106.941653,31.433983,7,0,2028321.7742,2159649.0616,13
649541,-106.910248,31.434908,7,0,2031321.7742,2159649.0616,13
649542,-106.878841,31.435828,7,0,2034321.7742,2159649.0616,13
649543,-106.847435,31.436741,7,0,2037321.7742,2159649.0616,13
649544,-106.816028,31.437649,7,0,2040321.7742,2159649.0616,13
649545,-106.784620,31.438550,7,0,2043321.7742,2159649.0616,13
649546,-106.753212,31.439446,7,0,2046321.7742,2159649.0616,13
649547,-106.721804,31.440336,7,0,2049321.7742,2159649.0616,13
649548,-106.690395,31.441220,7,0,2052321.7742,2159649.0616,13
649549,-106.658986,31.442098,7,0,2055321.7742,2159649.0616,13
649550,-106.627576,31.442970,7,0,2058321.7742,2159649.0616,13
649551,-106.596166,31.443836,7,0,2061321.7742,2159649.0616,13
649552,-106.564755,31.444697,7,0,2064321.7742,2159649.0616,13
649553,-106.533344,31.445551,7,0,2067321.7742,2159649.0616,13
649554,-106.501933,31.446400,7,0,2070321.7742,2159649.0616,13
649555,-106.470521,31.447242,7,0,2073321.7742,2159649.0616,13
649556,-106.439109,31.448079,7,0,2076321.7742,2159649.0616,13
649557,-106.407696,31.448910,7,0,2079321.7742,2159649.0616,13
649558,-106.376283,31.449735,7,0,2082321.7742,2159649.0616,13
649559,-106.344869,31.450554,7,0,2085321.7742,2159649.0616,13
649560,-106.313455,31.451367,7,0,2088321.7742,2159649.0616,13
649561,-106.282040,31.452174,7,0,2091321.7742,2159649.0616,13
649562,-106.250626,31.452976,7,0,2094321.7742,2159649.0616,13
649563,-106.219210,31.453771,7,0,2097321.7742,2159649.0616,13
649564,-106.187795,31.454561,7,727,2100321.7742,2159649.0616,13
649565,-106.156379,31.455344,7,0,2103321.7742,2159649.0616,13
649566,-106.124962,31.456122,7,0,2106321.7742,2159649.0616,13
