CELL,"X (Coord. GEOF.,ITRF92)","Y (Coord. GEOF.,ITRF92)",HUSO,Pob,"X (CCL,ITRF92)","Y (CCL,ITRF92)",UTMZ
650597,-107.005559,31.459042,7,0,2022321.7742,2162649.0616,13
650598,-106.974148,31.459979,7,0,2025321.7742,2162649.0616,13
650599,-106.942736,31.460910,7,0,2028321.7742,2162649.0616,13
650600,-106.911323,31.461835,7,0,2031321.7742,2162649.0616,13
650601,-106.879910,31.462755,7,0,2034321.7742,2162649.0616,13
650602,-106.848497,31.463669,7,0,2037321.7742,2162649.0616,13
650603,-106.817083,31.464576,7,0,2040321.7742,2162649.0616,13
650604,-106.785669,31.465478,7,0,2043321.7742,2162649.0616,13
650605,-106.754254,31.466374,7,0,2046321.7742,2162649.0616,13
650606,-106.722839,31.467264,7,0,2049321.7742,2162649.0616,13
650607,-106.691423,31.468148,7,0,2052321.7742,2162649.0616,13
650608,-106.660007,31.469026,7,0,2055321.7742,2162649.0616,13
650609,-106.628590,31.469898,7,0,2058321.7742,2162649.0616,13
650610,-106.597173,31.470765,7,0,2061321.7742,2162649.0616,13
650611,-106.565756,31.471625,7,0,2064321.7742,2162649.0616,13
650612,-106.534338,31.472480,7,0,2067321.7742,2162649.0616,13
650613,-106.502919,31.473328,7,0,2070321.7742,2162649.0616,13
650614,-106.471501,31.474171,7,0,2073321.7742,2162649.0616,13
650615,-106.440081,31.475008,7,0,2076321.7742,2162649.0616,13
650616,-106.408662,31.475839,7,0,2079321.7742,2162649.0616,13
650617,-106.377242,31.476664,7,0,2082321.7742,2162649.0616,13
650618,-106.345821,31.477483,7,0,2085321.7742,2162649.0616,13
650619,-106.314400,31.478297,7,0,2088321.7742,2162649.0616,13
650620,-106.282979,31.479104,7,0,2091321.7742,2162649.0616,13
650621,-106.251557,31.479905,7,0,2094321.7742,2162649.0616,13
650622,-106.220135,31.480701,7,745,2097321.7742,2162649.0616,13
650623,-106.188712,31.481491,7,0,2100321.7742,2162649.0616,13
650624,-106.157289,31.482274,7,0,2103321.7742,2162649.0616,13
650625,-106.125866,31.483052,7,0,2106321.7742,2162649.0616,13
651656,-107.006656,31.485966,7,0,2022321.7742,2165649.0616,13
651657,-106.975238,31.486904,7,0,2025321.7742,2165649.0616,13
651658,-106.943819,31.487835,7,0,2028321.7742,2165649.0616,13
651659,-106.912400,31.488761,7,0,2031321.7742,2165649.0616,13
651660,-106.880980,31.489680,7,0,2034321.7742,2165649.0616,13
651661,-106.849560,31.490594,7,0,2037321.7742,2165649.0616,13
651662,-106.818139,31.491502,7,0,2040321.7742,2165649.0616,13
651663,-106.786718,31.492404,7,0,2043321.7742,2165649.0616,13
651664,-106.755296,31.493300,7,0,2046321.7742,2165649.0616,13
651665,-106.723874,31.494190,7,0,2049321.7742,2165649.0616,13
651666,-106.692451,31.495074,7,0,2052321.7742,2165649.0616,13
651667,-106.661028,31.495952,7,0,2055321.7742,2165649.0616,13
651668,-106.629605,31.496825,7,0,2058321.7742,2165649.0616,13
651669,-106.598181,31.497691,7,0,2061321.7742,2165649.0616,13
651670,-106.566756,31.498552,7,0,2064321.7742,2165649.0616,13
651671,-106.535332,31.499406,7,0,2067321.7742,2165649.0616,13
651672,-106.503906,31.500255,7,0,2070321.7742,2165649.0616,13
651673,-106.472481,31.501098,7,333,2073321.7742,2165649.0616,13
651674,-106.441055,31.501935,7,0,2076321.7742,2165649.0616,13
651675,-106.409628,31.502766,7,0,2079321.7742,2165649.0616,13
651676,-106.378201,31.503591,7,0,2082321.7742,2165649.0616,13
651677,-106.346774,31.504411,7,0,2085321.7742,2165649.0616,13
651678,-106.315346,31.505224,7,0,2088321.7742,2165649.0616,13
651679,-106.283918,31.506032,7,0,2091321.7742,2165649.0616,13
651680,-106.252489,31.506833,7,1359,2094321.7742,2165649.0616,13
651681,-106.221060,31.507629,7,0,2097321.7742,2165649.0616,13
651682,-106.189631,31.508419,7,0,2100321.7742,2165649.0616,13
651683,-106.158201,31.509203,7,0,2103321.7742,2165649.0616,13
651684,-106.126771,31.509981,7,0,2106321.7742,2165649.0616,13
652715,-107.007754,31.512889,7,0,2022321.7742,2168649.0616,13
652716,-106.976329,31.513827,7,0,2025321.7742,2168649.0616,13
652717,-106.944903,31.514758,7,0,2028321.7742,2168649.0616,13
652718,-106.913477,31.515684,7,0,2031321.7742,2168649.0616,13
652719,-106.882050,31.516603,7,0,2034321.7742,2168649.0616,13
652720,-106.850623,31.517517,7,0,2037321.7742,2168649.0616,13
652721,-106.819195,31.518425,7,0,2040321.7742,2168649.0616,13
652722,-106.787767,31.519327,7,0,2043321.7742,2168649.0616,13
652723,-106.756338,31.520223,7,0,2046321.7742,2168649.0616,13
652724,-106.724909,31.521114,7,0,2049321.7742,2168649.0616,13
652725,-106.693480,31.521998,7,0,2052321.7742,2168649.0616,13
652726,-106.662050,31.522876,7,4,2055321.7742,2168649.0616,13
652727,-106.630620,31.523749,7,0,2058321.7742,2168649.0616,13
652728,-106.599189,31.524616,7,0,2061321.7742,2168649.0616,13
652729,-106.567758,31.525476,7,0,2064321.7742,2168649.0616,13
652730,-106.536326,31.526331,7,0,2067321.7742,2168649.0616,13
652731,-106.504894,31.527180,7,0,2070321.7742,2168649.0616,13
652732,-106.473461,31.528023,7,0,2073321.7742,2168649.0616,13
652733,-106.442028,31.528860,7,0,2076321.7742,2168649.0616,13
652734,-106.410595,31.529691,7,0,2079321.7742,2168649.0616,13
652735,-106.379161,31.530517,7,2955,2082321.7742,2168649.0616,13
652736,-106.347727,31.531336,7,4916,2085321.7742,2168649.0616,13
652737,-106.316292,31.532150,7,0,2088321.7742,2168649.0616,13
652738,-106.284857,31.532957,7,1862,2091321.7742,2168649.0616,13
652739,-106.253421,31.533759,7,0,2094321.7742,2168649.0616,13
652740,-106.221986,31.534555,7,0,2097321.7742,2168649.0616,13
652741,-106.190549,31.535345,7,0,2100321.7742,2168649.0616,13
652742,-106.159113,31.536129,7,0,2103321.7742,2168649.0616,13
652743,-106.127675,31.536907,7,0,2106321.7742,2168649.0616,13
653774,-107.008852,31.539810,7,0,2022321.7742,2171649.0616,13
653775,-106.977420,31.540747,7,0,2025321.7742,2171649.0616,13
653776,-106.945987,31.541679,7,0,2028321.7742,2171649.0616,13
653777,-106.914554,31.542605,7,0,2031321.7742,2171649.0616,13
653778,-106.883120,31.543525,7,0,2034321.7742,2171649.0616,13
653779,-106.851686,31.544439,7,0,2037321.7742,2171649.0616,13
653780,-106.820252,31.545347,7,0,2040321.7742,2171649.0616,13
653781,-106.788817,31.546249,7,0,2043321.7742,2171649.0616,13
653782,-106.757381,31.547145,7,0,2046321.7742,2171649.0616,13
653783,-106.725945,31.548036,7,0,2049321.7742,2171649.0616,13
653784,-106.694509,31.548920,7,0,2052321.7742,2171649.0616,13
653785,-106.663072,31.549799,7,6,2055321.7742,2171649.0616,13
653786,-106.631635,31.550671,7,6,2058321.7742,2171649.0616,13
653787,-106.600197,31.551538,7,0,2061321.7742,2171649.0616,13
653788,-106.568759,31.552399,7,0,2064321.7742,2171649.0616,13
653789,-106.537321,31.553254,7,0,2067321.7742,2171649.0616,13
653790,-106.505882,31.554103,7,0,2070321.7742,2171649.0616,13
653791,-106.474442,31.554946,7,13,2073321.7742,2171649.0616,13
653792,-106.443002,31.555783,7,0,2076321.7742,2171649.0616,13
653793,-106.411562,31.556615,7,1084,2079321.7742,2171649.0616,13
653794,-106.380121,31.557440,7,7588,2082321.7742,2171649.0616,13
653795,-106.348680,31.558260,7,24564,2085321.7742,2171649.0616,13
653796,-106.317239,31.559073,7,1685,2088321.7742,2171649.0616,13
653797,-106.285797,31.559881,7,1621,2091321.7742,2171649.0616,13
653798,-106.254354,31.560683,7,0,2094321.7742,2171649.0616,13
653799,-106.222911,31.561479,7,0,2097321.7742,2171649.0616,13
653800,-106.191468,31.562269,7,0,2100321.7742,2171649.0616,13
653801,-106.160025,31.563053,7,0,2103321.7742,2171649.0616,13
653802,-106.128581,31.563831,7,0,2106321.7742,2171649.0616,13
654833,-107.009950,31.566729,7,0,2022321.7742,2174649.0616,13
654834,-106.978511,31.567666,7,0,2025321.7742,2174649.0616,13
654835,-106.947072,31.568598,7,0,2028321.7742,2174649.0616,13
654836,-106.915632,31.569524,7,0,2031321.7742,2174649.0616,13
654837,-106.884191,31.570444,7,0,2034321.7742,2174649.0616,13
654838,-106.852750,31.571358,7,0,2037321.7742,2174649.0616,13
654839,-106.821309,31.572267,7,0,2040321.7742,2174649.0616,13
654840,-106.789867,31.573169,7,0,2043321.7742,2174649.0616,13
654841,-106.758425,31.574065,7,0,2046321.7742,2174649.0616,13
654842,-106.726982,31.574956,7,0,2049321.7742,2174649.0616,13
654843,-106.695539,31.575840,7,0,2052321.7742,2174649.0616,13
654844,-106.664095,31.576719,7,0,2055321.7742,2174649.0616,13
654845,-106.632651,31.577592,7,0,2058321.7742,2174649.0616,13
654846,-106.601206,31.578459,7,6,2061321.7742,2174649.0616,13
654847,-106.569761,31.579320,7,9,2064321.7742,2174649.0616,13
654848,-106.538316,31.580175,7,220,2067321.7742,2174649.0616,13
654849,-106.506870,31.581024,7,174,2070321.7742,2174649.0616,13
654850,-106.475424,31.581867,7,619,2073321.7742,2174649.0616,13
654851,-106.443977,31.582705,7,449,2076321.7742,2174649.0616,13
654852,-106.412530,31.583536,7,27708,2079321.7742,2174649.0616,13
654853,-106.381082,31.584362,7,45392,2082321.7742,2174649.0616,13
654854,-106.349634,31.585181,7,33309,2085321.7742,2174649.0616,13
654855,-106.318186,31.585995,7,11753,2088321.7742,2174649.0616,13
654856,-106.286737,31.586803,7,3316,2091321.7742,2174649.0616,13
654857,-106.255287,31.587605,7,0,2094321.7742,2174649.0616,13
654858,-106.223838,31.588401,7,0,2097321.7742,2174649.0616,13
654859,-106.192388,31.589191,7,0,2100321.7742,2174649.0616,13
654860,-106.160937,31.589975,7,0,2103321.7742,2174649.0616,13
654861,-106.129486,31.590754,7,0,2106321.7742,2174649.0616,13
655892,-107.011049,31.593646,7,0,2022321.7742,2177649.0616,13
655893,-106.979603,31.594584,7,0,2025321.7742,2177649.0616,13
655894,-106.948157,31.595515,7,0,2028321.7742,2177649.0616,13
655895,-106.916710,31.596442,7,0,2031321.7742,2177649.0616,13
655896,-106.885263,31.597362,7,0,2034321.7742,2177649.0616,13
655897,-106.853815,31.598276,7,0,2037321.7742,2177649.0616,13
655898,-106.822367,31.599184,7,0,2040321.7742,2177649.0616,13
655899,-106.790918,31.600087,7,0,2043321.7742,2177649.0616,13
655900,-106.759469,31.600983,7,0,2046321.7742,2177649.0616,13
655901,-106.728019,31.601874,7,0,2049321.7742,2177649.0616,13
655902,-106.696569,31.602759,7,0,2052321.7742,2177649.0616,13
655903,-106.665118,31.603637,7,0,2055321.7742,2177649.0616,13
655904,-106.633667,31.604510,7,17,2058321.7742,2177649.0616,13
655905,-106.602216,31.605377,7,259,2061321.7742,2177649.0616,13
655906,-106.570764,31.606239,7,2651,2064321.7742,2177649.0616,13
655907,-106.539311,31.607094,7,6570,2067321.7742,2177649.0616,13
655908,-106.507859,31.607943,7,1607,2070321.7742,2177649.0616,13
655909,-106.476405,31.608786,7,10255,2073321.7742,2177649.0616,13
655910,-106.444952,31.609624,7,12874,2076321.7742,2177649.0616,13
655911,-106.413498,31.610455,7,42693,2079321.7742,2177649.0616,13
655912,-106.382043,31.611281,7,55332,2082321.7742,2177649.0616,13
655913,-106.350588,31.612101,7,57883,2085321.7742,2177649.0616,13
655914,-106.319133,31.612915,7,32288,2088321.7742,2177649.0616,13
655915,-106.287677,31.613723,7,1389,2091321.7742,2177649.0616,13
655916,-106.256221,31.614525,7,0,2094321.7742,2177649.0616,13
655917,-106.224764,31.615321,7,0,2097321.7742,2177649.0616,13
655918,-106.193307,31.616111,7,0,2100321.7742,2177649.0616,13
655919,-106.161850,31.616896,7,0,2103321.7742,2177649.0616,13
655920,-106.130392,31.617674,7,0,2106321.7742,2177649.0616,13
656951,-107.012149,31.620561,7,0,2022321.7742,2180649.0616,13
656952,-106.980696,31.621499,7,0,2025321.7742,2180649.0616,13
656953,-106.949242,31.622431,7,0,2028321.7742,2180649.0616,13
656954,-106.917789,31.623357,7,0,2031321.7742,2180649.0616,13
656955,-106.886334,31.624277,7,0,2034321.7742,2180649.0616,13
656956,-106.854880,31.625192,7,0,2037321.7742,2180649.0616,13
656957,-106.823425,31.626100,7,0,2040321.7742,2180649.0616,13
656958,-106.791969,31.627003,7,0,2043321.7742,2180649.0616,13
656959,-106.760513,31.627899,7,0,2046321.7742,2180649.0616,13
656960,-106.729056,31.628790,7,0,2049321.7742,2180649.0616,13
656961,-106.697599,31.629675,7,0,2052321.7742,2180649.0616,13
656962,-106.666142,31.630554,7,0,2055321.7742,2180649.0616,13
656963,-106.634684,31.631427,7,3,2058321.7742,2180649.0616,13
656964,-106.603226,31.632294,7,107,2061321.7742,2180649.0616,13
656965,-106.571767,31.633155,7,854,2064321.7742,2180649.0616,13
656966,-106.540308,31.634011,7,105,2067321.7742,2180649.0616,13
656967,-106.508848,31.634860,7,23,2070321.7742,2180649.0616,13
656968,-106.477388,31.635704,7,6189,2073321.7742,2180649.0616,13
656969,-106.445927,31.636541,7,18470,2076321.7742,2180649.0616,13
656970,-106.414466,31.637373,7,53927,2079321.7742,2180649.0616,13
656971,-106.383005,31.638199,7,72007,2082321.7742,2180649.0616,13
656972,-106.351543,31.639019,7,33540,2085321.7742,2180649.0616,13
656973,-106.320081,31.639833,7,9598,2088321.7742,2180649.0616,13
656974,-106.288618,31.640641,7,0,2091321.7742,2180649.0616,13
656975,-106.257155,31.641443,7,0,2094321.7742,2180649.0616,13
656976,-106.225692,31.642239,7,0,2097321.7742,2180649.0616,13
656977,-106.194228,31.643029,7,0,2100321.7742,2180649.0616,13
656978,-106.162763,31.643814,7,0,2103321.7742,2180649.0616,13
656979,-106.131299,31.644592,7,0,2106321.7742,2180649.0616,13
658010,-107.013248,31.647474,7,0,2022321.7742,2183649.0616,13
658011,-106.981789,31.648412,7,0,2025321.7742,2183649.0616,13
658012,-106.950329,31.649344,7,0,2028321.7742,2183649.0616,13
658013,-106.918868,31.650270,7,0,2031321.7742,2183649.0616,13
658014,-106.887407,31.651191,7,0,2034321.7742,2183649.0616,13
658015,-106.855945,31.652105,7,0,2037321.7742,2183649.0616,13
658016,-106.824483,31.653014,7,0,2040321.7742,2183649.0616,13
658017,-106.793021,31.653917,7,0,2043321.7742,2183649.0616,13
658018,-106.761558,31.654813,7,0,2046321.7742,2183649.0616,13
658019,-106.730094,31.655704,7,0,2049321.7742,2183649.0616,13
658020,-106.698630,31.656589,7,0,2052321.7742,2183649.0616,13
658021,-106.667166,31.657468,7,0,2055321.7742,2183649.0616,13
658022,-106.635701,31.658341,7,3,2058321.7742,2183649.0616,13
658023,-106.604236,31.659209,7,4,2061321.7742,2183649.0616,13
658024,-106.572770,31.660070,7,0,2064321.7742,2183649.0616,13
658025,-106.541304,31.660926,7,0,2067321.7742,2183649.0616,13
658026,-106.509837,31.661775,7,637,2070321.7742,2183649.0616,13
658027,-106.478370,31.662619,7,44432,2073321.7742,2183649.0616,13
658028,-106.446903,31.663457,7,52525,2076321.7742,2183649.0616,13
658029,-106.415435,31.664288,7,50583,2079321.7742,2183649.0616,13
658030,-106.383967,31.665114,7,35395,2082321.7742,2183649.0616,13
658031,-106.352498,31.665934,7,12791,2085321.7742,2183649.0616,13
658032,-106.321029,31.666748,7,20,2088321.7742,2183649.0616,13
658033,-106.289559,31.667557,7,0,2091321.7742,2183649.0616,13
658034,-106.258089,31.668359,7,0,2094321.7742,2183649.0616,13
658035,-106.226619,31.669155,7,0,2097321.7742,2183649.0616,13
658036,-106.195148,31.669946,7,0,2100321.7742,2183649.0616,13
658037,-106.163677,31.670730,7,0,2103321.7742,2183649.0616,13
658038,-106.132206,31.671509,7,0,2106321.7742,2183649.0616,13
659069,-107.014349,31.674385,7,0,2022321.7742,2186649.0616,13
659070,-106.982882,31.675323,7,0,2025321.7742,2186649.0616,13
659071,-106.951415,31.676255,7,0,2028321.7742,2186649.0616,13
659072,-106.919948,31.677182,7,0,2031321.7742,2186649.0616,13
659073,-106.888480,31.678102,7,0,2034321.7742,2186649.0616,13
659074,-106.857011,31.679017,7,0,2037321.7742,2186649.0616,13
659075,-106.825542,31.679926,7,0,2040321.7742,2186649.0616,13
659076,-106.794073,31.680829,7,0,2043321.7742,2186649.0616,13
659077,-106.762603,31.681725,7,0,2046321.7742,2186649.0616,13
659078,-106.731132,31.682616,7,0,2049321.7742,2186649.0616,13
659079,-106.699662,31.683502,7,0,2052321.7742,2186649.0616,13
659080,-106.668190,31.684381,7,0,2055321.7742,2186649.0616,13
659081,-106.636719,31.685254,7,0,2058321.7742,2186649.0616,13
659082,-106.605247,31.686121,7,0,2061321.7742,2186649.0616,13
659083,-106.573774,31.686983,7,0,2064321.7742,2186649.0616,13
659084,-106.542301,31.687839,7,0,2067321.7742,2186649.0616,13
659085,-106.510827,31.688688,7,3920,2070321.7742,2186649.0616,13
659086,-106.479354,31.689532,7,45212,2073321.7742,2186649.0616,13
659087,-106.447879,31.690370,7,48800,2076321.7742,2186649.0616,13
659088,-106.416404,31.691202,7,33415,2079321.7742,2186649.0616,13
659089,-106.384929,31.692028,7,17013,2082321.7742,2186649.0616,13
659090,-106.353454,31.692848,7,8370,2085321.7742,2186649.0616,13
659091,-106.321978,31.693662,7,0,2088321.7742,2186649.0616,13
659092,-106.290501,31.694471,7,0,2091321.7742,2186649.0616,13
659093,-106.259024,31.695273,7,0,2094321.7742,2186649.0616,13
659094,-106.227547,31.696069,7,0,2097321.7742,2186649.0616,13
659095,-106.196069,31.696860,7,0,2100321.7742,2186649.0616,13
659096,-106.164591,31.697645,7,0,2103321.7742,2186649.0616,13
659097,-106.133113,31.698423,7,0,2106321.7742,2186649.0616,13
660128,-107.015450,31.701294,7,0,2022321.7742,2189649.0616,13
660129,-106.983976,31.702232,7,0,2025321.7742,2189649.0616,13
660130,-106.952502,31.703165,7,0,2028321.7742,2189649.0616,13
660131,-106.921028,31.704091,7,0,2031321.7742,2189649.0616,13
660132,-106.889553,31.705012,7,0,2034321.7742,2189649.0616,13
660133,-106.858077,31.705927,7,0,2037321.7742,2189649.0616,13
660134,-106.826602,31.706836,7,0,2040321.7742,2189649.0616,13
660135,-106.795125,31.707738,7,0,2043321.7742,2189649.0616,13
660136,-106.763648,31.708636,7,0,2046321.7742,2189649.0616,13
660137,-106.732171,31.709527,7,0,2049321.7742,2189649.0616,13
660138,-106.700694,31.710412,7,0,2052321.7742,2189649.0616,13
660139,-106.669215,31.711291,7,0,2055321.7742,2189649.0616,13
660140,-106.637737,31.712165,7,0,2058321.7742,2189649.0616,13
660141,-106.606258,31.713032,7,0,2061321.7742,2189649.0616,13
660142,-106.574778,31.713894,7,2,2064321.7742,2189649.0616,13
660143,-106.543298,31.714750,7,8631,2067321.7742,2189649.0616,13
660144,-106.511818,31.715599,7,46734,2070321.7742,2189649.0616,13
660145,-106.480337,31.716443,7,52996,2073321.7742,2189649.0616,13
660146,-106.448856,31.717281,7,41499,2076321.7742,2189649.0616,13
660147,-106.417374,31.718113,7,20547,2079321.7742,2189649.0616,13
660148,-106.385892,31.718939,7,12188,2082321.7742,2189649.0616,13
660149,-106.354410,31.719760,7,168,2085321.7742,2189649.0616,13
660150,-106.322927,31.720574,7,0,2088321.7742,2189649.0616,13
660151,-106.291443,31.721382,7,0,2091321.7742,2189649.0616,13
660152,-106.259959,31.722185,7,0,2094321.7742,2189649.0616,13
660153,-106.228475,31.722982,7,0,2097321.7742,2189649.0616,13
660154,-106.196991,31.723772,7,0,2100321.7742,2189649.0616,13
660155,-106.165506,31.724557,7,0,2103321.7742,2189649.0616,13
660156,-106.134020,31.725336,7,0,2106321.7742,2189649.0616,13
661187,-107.016551,31.728201,7,0,2022321.7742,2192649.0616,13
661188,-106.985071,31.729139,7,0,2025321.7742,2192649.0616,13
661189,-106.953590,31.730072,7,0,2028321.7742,2192649.0616,13
661190,-106.922108,31.730999,7,0,2031321.7742,2192649.0616,13
661191,-106.890627,31.731919,7,0,2034321.7742,2192649.0616,13
661192,-106.859144,31.732834,7,0,2037321.7742,2192649.0616,13
661193,-106.827661,31.733743,7,0,2040321.7742,2192649.0616,13
661194,-106.796178,31.734646,7,0,2043321.7742,2192649.0616,13
661195,-106.764695,31.735544,7,0,2046321.7742,2192649.0616,13
661196,-106.733210,31.736435,7,0,2049321.7742,2192649.0616,13
661197,-106.701726,31.737320,7,0,2052321.7742,2192649.0616,13
661198,-106.670241,31.738200,7,0,2055321.7742,2192649.0616,13
661199,-106.638755,31.739073,7,0,2058321.7742,2192649.0616,13
661200,-106.607269,31.739941,7,0,2061321.7742,2192649.0616,13
661201,-106.575783,31.740803,7,0,2064321.7742,2192649.0616,13
661202,-106.544296,31.741659,7,18233,2067321.7742,2192649.0616,13
661203,-106.512809,31.742509,7,64611,2070321.7742,2192649.0616,13
661204,-106.481321,31.743353,7,32632,2073321.7742,2192649.0616,13
661205,-106.449833,31.744191,7,20283,2076321.7742,2192649.0616,13
661206,-106.418344,31.745023,7,20790,2079321.7742,2192649.0616,13
661207,-106.386855,31.745849,7,5248,2082321.7742,2192649.0616,13
661208,-106.355366,31.746669,7,0,2085321.7742,2192649.0616,13
661209,-106.323876,31.747484,7,0,2088321.7742,2192649.0616,13
661210,-106.292386,31.748292,7,0,2091321.7742,2192649.0616,13
661211,-106.260895,31.749095,7,0,2094321.7742,2192649.0616,13
661212,-106.229404,31.749892,7,0,2097321.7742,2192649.0616,13
661213,-106.197913,31.750683,7,0,2100321.7742,2192649.0616,13
661214,-106.166421,31.751468,7,0,2103321.7742,2192649.0616,13
661215,-106.134928,31.752247,7,0,2106321.7742,2192649.0616,13
662246,-107.017653,31.755106,7,0,2022321.7742,2195649.0616,13
662247,-106.986165,31.756044,7,0,2025321.7742,2195649.0616,13
662248,-106.954678,31.756977,7,0,2028321.7742,2195649.0616,13
662249,-106.923189,31.757904,7,0,2031321.7742,2195649.0616,13
662250,-106.891701,31.758825,7,0,2034321.7742,2195649.0616,13
662251,-106.860212,31.759740,7,0,2037321.7742,2195649.0616,13
662252,-106.828722,31.760649,7,0,2040321.7742,2195649.0616,13
662253,-106.797232,31.761552,7,0,2043321.7742,2195649.0616,13
662254,-106.765741,31.762450,7,0,2046321.7742,2195649.0616,13
662255,-106.734250,31.763341,7,0,2049321.7742,2195649.0616,13
662256,-106.702759,31.764227,7,0,2052321.7742,2195649.0616,13
662257,-106.671267,31.765106,7,0,2055321.7742,2195649.0616,13
662258,-106.639774,31.765980,7,0,2058321.7742,2195649.0616,13
662259,-106.608281,31.766848,7,0,2061321.7742,2195649.0616,13
662260,-106.576788,31.767710,7,7433,2064321.7742,2195649.0616,13
662261,-106.545294,31.768566,7,13999,2067321.7742,2195649.0616,13
662262,-106.513800,31.769416,7,18377,2070321.7742,2195649.0616,13
662263,-106.482305,31.770260,7,0,2073321.7742,2195649.0616,13
662264,-106.450810,31.771098,7,0,2076321.7742,2195649.0616,13
662265,-106.419315,31.771930,7,0,2079321.7742,2195649.0616,13
662266,-106.387819,31.772757,7,0,2082321.7742,2195649.0616,13
662267,-106.356323,31.773577,7,0,2085321.7742,2195649.0616,13
662268,-106.324826,31.774392,7,0,2088321.7742,2195649.0616,13
662269,-106.293329,31.775200,7,0,2091321.7742,2195649.0616,13
662270,-106.261831,31.776003,7,0,2094321.7742,2195649.0616,13
662271,-106.230333,31.776800,7,0,2097321.7742,2195649.0616,13
662272,-106.198835,31.777591,7,0,2100321.7742,2195649.0616,13
662273,-106.167336,31.778376,7,0,2103321.7742,2195649.0616,13
662274,-106.135837,31.779155,7,0,2106321.7742,2195649.0616,13
663305,-107.018755,31.782009,7,0,2022321.7742,2198649.0616,13
663306,-106.987261,31.782948,7,0,2025321.7742,2198649.0616,13
663307,-106.955766,31.783881,7,0,2028321.7742,2198649.0616,13
663308,-106.924271,31.784808,7,0,2031321.7742,2198649.0616,13
663309,-106.892775,31.785729,7,0,2034321.7742,2198649.0616,13
663310,-106.861279,31.786644,7,0,2037321.7742,2198649.0616,13
663311,-106.829783,31.787553,7,0,2040321.7742,2198649.0616,13
663312,-106.798286,31.788457,7,0,2043321.7742,2198649.0616,13
663313,-106.766788,31.789354,7,0,2046321.7742,2198649.0616,13
663314,-106.735290,31.790246,7,0,2049321.7742,2198649.0616,13
663315,-106.703792,31.791131,7,0,2052321.7742,2198649.0616,13
663316,-106.672293,31.792011,7,0,2055321.7742,2198649.0616,13
663317,-106.640794,31.792885,7,0,2058321.7742,2198649.0616,13
663318,-106.609294,31.793753,7,0,2061321.7742,2198649.0616,13
663319,-106.577794,31.794615,7,1282,2064321.7742,2198649.0616,13
663320,-106.546293,31.795471,7,610,2067321.7742,2198649.0616,13
663321,-106.514792,31.796321,7,0,2070321.7742,2198649.0616,13
663322,-106.483290,31.797165,7,0,2073321.7742,2198649.0616,13
663323,-106.451788,31.798003,7,0,2076321.7742,2198649.0616,13
663324,-106.420286,31.798836,7,0,2079321.7742,2198649.0616,13
663325,-106.388783,31.799662,7,0,2082321.7742,2198649.0616,13
663326,-106.357280,31.800483,7,0,2085321.7742,2198649.0616,13
663327,-106.325776,31.801298,7,0,2088321.7742,2198649.0616,13
663328,-106.294272,31.802106,7,0,2091321.7742,2198649.0616,13
663329,-106.262768,31.802909,7,0,2094321.7742,2198649.0616,13
663330,-106.231263,31.803706,7,0,2097321.7742,2198649.0616,13
663331,-106.199757,31.804497,7,0,2100321.7742,2198649.0616,13
663332,-106.168252,31.805282,7,0,2103321.7742,2198649.0616,13
663333,-106.136746,31.806062,7,0,2106321.7742,2198649.0616,13
